OE0013,Stno,XStno,Chipno1,Chipno2,Chipno3,Chipno4,Chipno5,Chipno6,Database Id,Surname,First name,YB,S,Block1,Block2,Block3,Block4,Block5,Block6,E1,E2,E3,E4,E5,E6,nc1,Start1,Finish1,Time1,Classifier1,Credit -1,Penalty +1,Comment1,nc2,Start2,Finish2,Time2,Classifier2,Credit -2,Penalty +2,Comment2,nc3,Start3,Finish3,Time3,Classifier3,Credit -3,Penalty +3,Comment3,nc4,Start4,Finish4,Time4,Classifier4,Credit -4,Penalty +4,Comment4,nc5,Start5,Finish5,Time5,Classifier5,Credit -5,Penalty +5,Comment5,nc6,Start6,Finish6,Time6,Classifier6,Credit -6,Penalty +6,Comment6,Club no.,Cl.name,City,Nat,Location,Region,Cl. no.,Short,Long,Entry cl. No,Entry class (short),Entry class (long),Rank,Ranking points,Num1,Num2,Num3,Text1,Text2,Text3,Addr. surname,Addr. first name,Street,Line2,Zip,Addr. city,Phone,Mobile,Fax,EMail,Rented,Start fee,Paid,Team,Place1,Place2,Place3,Place4,Place5,Place6,Total,Place
,34,,2068350,2068350,,,,,34,Doe_34,Christian,1998,M,,,,,,,X,X,0,0,0,0,0,12:31:32,14:00:52,1:29:20,0,,,,0,9:29:10,10:52:48,1:23:38,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,773,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:52:58,18
,181,,2041607,2041607,,,,,181,Doe_181,Colin,1999,M,,,,,,,X,X,0,0,0,0,0,10:09:09,11:47:51,1:38:42,0,,,,0,11:51:12,13:07:10,1:15:58,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,721,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:54:40,19
,166,,2041605,2041605,,,,,166,Doe_166,John,1998,M,,,,,,,X,X,0,0,0,0,0,10:51:08,12:08:34,1:17:26,0,,,,0,11:09:10,12:50:02,1:40:52,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,721,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:58:18,20
,244,,2064517,2064517,,,,,244,Doe_244,Justin,1998,M,,,,,,,X,X,0,0,0,0,0,12:03:13,13:33:37,1:30:24,0,,,,0,9:57:11,11:25:07,1:27:56,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,771,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:58:20,21
,57,,2028617,2028617,,,,,57,Doe_57,Branton,1998,M,,,,,,,X,X,0,0,0,0,0,10:57:13,12:42:01,1:44:48,0,,,,0,11:03:11,12:17:50,1:14:39,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,921,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:59:27,22
,50,,2051282,2051282,,,,,50,Doe_50,Brandon,1998,M,,,,,,,X,X,0,0,0,0,0,10:41:09,12:05:10,1:24:01,0,,,,0,11:19:10,12:55:30,1:36:20,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,770,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:00:21,23
,195,,2092184,2092184,,,,,195,Doe_195,Austin,1998,M,,,,,,,X,X,0,0,0,0,0,11:23:11,13:06:15,1:43:04,0,,,,0,10:37:08,12:00:23,1:23:15,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,920,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:06:19,24
,10,,2046704,2046704,,,,,10,Doe_10,Garrett,1997,M,,,,,,,X,X,0,0,0,0,0,11:25:14,13:07:48,1:42:34,0,,,,0,10:35:11,12:00:24,1:25:13,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,753,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:07:47,25
,293,,2054191,2054191,,,,,293,Doe_293,Todd,1999,M,,,,,,,X,X,0,0,0,0,0,12:33:09,14:10:27,1:37:18,0,,,,0,9:27:09,10:57:49,1:30:40,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,924,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,X,0,0,,,,,,,,3:07:58,26
,61,,2051289,2051289,,,,,61,Doe_61,Kade,1997,M,,,,,,,X,X,0,0,0,0,0,10:25:09,11:56:07,1:30:58,0,,,,0,11:35:10,13:15:53,1:40:43,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,751,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:11:41,27
,233,,2064518,2064518,,,,,233,Doe_233,Sterling,2000,M,,,,,,,X,X,0,0,0,0,0,11:51:16,13:41:46,1:50:30,0,,,,0,10:09:12,11:33:28,1:24:16,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,771,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:14:46,28
,14,,2046701,2046701,,,,,14,Doe_14,Stephen,1997,M,,,,,,,X,X,0,0,0,0,0,11:19:10,13:06:19,1:47:09,0,,,,0,10:41:14,12:18:11,1:36:57,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,753,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:24:06,29
,63,,2051293,2051293,,,,,63,Doe_63,Brennan,1998,M,,,,,,,X,X,0,0,0,0,0,10:19:07,12:15:22,1:56:15,0,,,,0,11:41:09,13:18:56,1:37:47,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,751,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:34:02,30
,238,,2064524,2064524,,,,,238,Doe_238,Mathew,2000,M,,,,,,,X,X,0,0,0,0,0,11:27:24,13:09:59,1:42:35,0,,,,0,9:39:14,11:34:03,1:54:49,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,771,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:37:24,31
,51,,2051286,2051286,,,,,51,Doe_51,Cody,1999,M,,,,,,,X,X,0,0,0,0,0,10:29:11,12:45:40,2:16:29,0,,,,0,11:31:12,12:55:22,1:24:10,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,770,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:40:39,32
,205,,2092182,2092182,,,,,205,Doe_205,Juan,1998,M,,,,,,,X,X,0,0,0,0,0,11:11:20,13:12:31,2:01:11,0,,,,0,10:49:11,12:29:39,1:40:28,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,920,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:41:39,33
,204,,2092181,2092181,,,,,204,Doe_204,Austin,1997,M,,,,,,,X,X,0,0,0,0,0,10:59:10,12:59:27,2:00:17,0,,,,0,11:01:12,12:50:30,1:49:18,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,920,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:49:35,34
,165,,2092331,2092331,,,,,165,Doe_165,Justin,1998,M,,,,,,,X,X,0,0,0,0,0,10:33:07,12:54:32,2:21:25,0,,,,0,11:27:08,13:00:42,1:33:34,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,721,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:54:59,35
,40,,2068349,2068349,,,,,40,Doe_40,Jacob,1999,M,,,,,,,X,X,0,0,0,0,0,12:25:09,15:14:51,2:49:42,0,,,,0,9:35:10,11:04:35,1:29:25,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,773,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,4:19:07,36
,180,,2068589,2068589,,,,,180,Doe_180,Matthew,2000,M,,,,,,,X,X,0,0,0,0,0,10:21:09,13:02:38,2:41:29,0,,,,0,11:39:11,13:22:50,1:43:39,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,721,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,4:25:08,37
,267,,2015740,2015740,,,,,267,Doe_267,Andrew,1999,M,,,,,,,X,X,0,0,0,0,0,10:43:09,13:19:14,2:36:05,0,,,,0,11:17:10,13:07:00,1:49:50,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,708,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,4:25:55,38
,45,,2051285,2051285,,,,,45,Doe_45,Zachery,1999,M,,,,,,,X,X,0,0,0,0,0,10:47:13,12:51:32,2:04:19,0,,,,0,11:13:11,13:34:56,2:21:45,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,770,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,4:26:04,39
,28,,2068343,2068343,,,,,28,Doe_28,Tyler,1998,M,,,,,,,X,X,0,0,0,0,0,12:37:14,15:15:27,2:38:13,0,,,,0,9:23:14,11:15:00,1:51:46,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,773,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,4:29:59,40
,237,,2064521,2064521,,,,,237,Doe_237,Noah,2000,M,,,,,,,X,X,0,0,0,0,0,11:57:14,13:33:34,1:36:20,0,,,,0,10:03:11,12:59:24,2:56:13,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,771,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,4:32:33,41
,171,,2092333,2092333,,,,,171,Doe_171,Dylan,1997,M,,,,,,,X,X,0,0,0,0,0,11:09:09,14:02:07,2:52:58,0,,,,0,10:51:10,13:33:22,2:42:12,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,721,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,5:35:10,42
,275,,348757,348757,,,,,275,Doe_275,Ryan,2000,M,,,,,,,X,X,0,0,0,0,0,10:49:12,12:58:57,2:09:45,3,,,,0,11:11:11,13:14:59,2:03:48,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,708,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,266,,2015735,2015735,,,,,266,Doe_266,Dylan,1998,M,,,,,,,X,X,0,0,0,0,0,11:15:14,14:08:40,2:53:26,0,,,,0,10:45:18,12:32:37,1:47:19,2,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,708,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,283,,2054181,2054181,,,,,283,Doe_283,Christian,1997,M,,,,,,,X,X,0,0,0,0,0,12:57:14,16:05:13,3:07:59,5,,,overtime,0,9:03:10,10:58:26,1:55:16,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,924,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,X,0,0,,,,,,,,,
,285,,2054183,2054183,,,,,285,Doe_285,John,1998,M,,,,,,,X,X,0,0,0,0,0,12:45:12,,,2,,,,0,9:15:13,10:58:06,1:42:53,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,924,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,X,0,0,,,,,,,,,
,232,,2064516,2064516,,,,,232,Doe_232,Matthew,1997,M,,,,,,,X,X,0,0,0,0,0,12:15:12,13:21:11,1:05:59,3,,,,0,9:45:14,10:52:49,1:07:35,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,771,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,67,,2037959,2037959,,,,,67,Doe_67,Austin,1999,M,,,,,,,X,X,0,0,0,0,0,11:39:11,13:18:22,1:39:11,3,,,,0,10:21:09,12:59:23,2:38:14,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,769,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,452,,2016547,2016547,,,,,452,Doe_452,Abigail,2006,F,,,,,,,X,X,0,0,0,0,0,10:30:14,11:21:50,51:36,0,,,,0,11:30:14,12:10:08,39:54,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,97,,,,,,25,F10,F-10,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,1:31:30,1
,349,,2059365,2059365,,,,,349,Doe_349,Nicole,2008,F,,,,,,,X,X,0,0,0,0,0,10:00:17,10:49:38,49:21,0,,,,0,11:50:15,12:44:57,54:42,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,77,,,,,,25,F10,F-10,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,1:44:03,2
,6,,2068523,2068523,,,,,6,Doe_6,Echevarria Davis,2000,M,,,,,,,X,X,0,0,0,0,0,12:31:12,12:54:35,23:23,0,,,,0,9:30:11,10:03:05,32:54,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,753,,,,,,35,GrpWhite,Grp-White,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,56:17,1
,258,,2092159,2092159,,,,,258,Doe_258,Riley,2002,F,,,,,,,X,X,0,0,0,0,0,10:09:13,10:57:17,48:04,0,,,,0,11:51:12,13:24:14,1:33:02,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,923,,,,,,37,F14,F-14,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:21:06,1
,253,,2020696,2020696,,,,,253,Doe_253,Priscilla,2004,F,,,,,,,X,X,0,0,0,0,0,10:03:06,10:57:17,54:11,3,,,,0,11:57:07,13:24:21,1:27:14,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,923,,,,,,37,F14,F-14,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,256,,2020692,2020692,,,,,256,Doe_256,Eric,2002,M,,,,,,,X,X,0,0,0,0,0,12:17:09,12:53:54,36:45,0,,,,0,9:43:10,10:25:26,42:16,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,923,,,,,,39,M14,M-14,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,1:19:01,1
,252,,2092156,2092156,,,,,252,Doe_252,Jordan,2002,M,,,,,,,X,X,0,0,0,0,0,10:15:09,10:46:22,31:13,0,,,,0,11:45:11,12:34:04,48:53,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,923,,,,,,39,M14,M-14,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,1:20:06,2
,254,,2092160,2092160,,,,,254,Doe_254,Mahlon,2002,M,,,,,,,X,X,0,0,0,0,0,10:23:15,10:56:19,33:04,0,,,,0,11:37:14,12:29:15,52:01,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,923,,,,,,39,M14,M-14,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,1:25:05,3
,454,,2016546,2016546,,,,,454,Doe_454,Jonathan,2003,M,,,,,,,X,X,0,0,0,0,0,11:55:10,12:37:31,42:21,0,,,,0,10:05:12,10:54:40,49:28,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,97,,,,,,39,M14,M-14,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,1:31:49,4
,32,,2068285,2068285,,,,,32,Doe_32,Breanna,1999,F,,,,,,,X,X,0,0,0,0,0,12:15:11,12:53:41,38:30,0,,,,0,9:45:10,10:27:08,41:58,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,773,,,,,,41,FYellow,F-Yellow,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,1:20:28,1
,1,,2068520,2068520,,,,,1,Doe_1,Samanta,2000,F,,,,,,,X,X,0,0,0,0,0,10:17:10,11:20:24,1:03:14,0,,,,0,11:43:14,12:56:41,1:13:27,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,753,,,,,,41,FYellow,F-Yellow,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:16:41,2
,250,,2092165,2092165,,,,,250,Doe_250,Susan,1970,F,,,,,,,X,X,0,0,0,0,0,10:43:17,12:12:55,1:29:38,0,,,,0,11:17:15,12:24:27,1:07:12,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,923,,,,,,41,FYellow,F-Yellow,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:36:50,3
,99,,2064513,2064513,,,,,99,Doe_99,Caitlyn,2000,F,,,,,,,X,X,0,0,0,0,0,11:45:17,12:53:33,1:08:16,0,,,,0,10:15:10,12:01:32,1:46:22,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,728,,,,,,41,FYellow,F-Yellow,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:54:38,4
,456,,2059347,2059347,,,,,456,Doe_456,Florence,1964,F,,,,,,,X,X,0,0,0,0,0,12:11:13,13:41:56,1:30:43,0,,,,0,9:21:07,11:01:53,1:40:46,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,77,,,,,,41,FYellow,F-Yellow,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:11:29,5
,148,,2064798,2064798,,,,,148,Doe_148,Hannah,2000,F,,,,,,,X,X,0,0,0,0,0,12:21:10,13:52:11,1:31:01,0,,,,0,9:39:15,11:21:33,1:42:18,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,792,,,,,,41,FYellow,F-Yellow,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:13:19,6
,416,,2013533,2013533,,,,,416,Doe_416,Patricia,1946,F,,,,,,,X,X,0,0,0,0,0,11:17:09,13:05:50,1:48:41,3,,,,0,10:43:28,13:03:37,2:20:09,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,9,,,,,,41,FYellow,F-Yellow,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,149,,2064796,2064796,,,,,149,Doe_149,Olivia,2001,F,,,,,,,X,X,0,0,0,0,0,12:55:11,14:23:49,1:28:38,3,,,,0,9:05:10,10:42:19,1:37:09,3,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,792,,,,,,41,FYellow,F-Yellow,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,12,,2068515,2068515,,,,,12,Doe_12,Alison,1999,F,,,,,,,X,X,0,0,0,0,0,11:05:06,12:09:41,1:04:35,0,,,,0,10:55:08,12:38:05,1:42:57,3,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,753,,,,,,41,FYellow,F-Yellow,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,179,,,420300,,,,,179,Doe_179,Javon,2001,F,,,,,,,0,X,0,0,0,0,0,10:13:00,,,0,,,,0,11:47:13,13:00:59,1:13:46,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,721,,,,,,41,FYellow,F-Yellow,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,38,,2068300,2068300,,,,,38,Doe_38,Kelvin,1999,M,,,,,,,X,X,0,0,0,0,0,12:09:10,12:45:47,36:37,0,,,,0,9:51:11,10:26:46,35:35,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,773,,,,,,43,MYellow,M-Yellow,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,1:12:12,1
,93,,420890,420890,,,,,93,Doe_93,Zach,2001,M,,,,,,,X,X,0,0,0,0,0,12:47:10,13:27:52,40:42,0,,,,0,9:13:11,10:01:42,48:31,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,805,,,,,,43,MYellow,M-Yellow,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,1:29:13,2
,11,,2068516,2068516,,,,,11,Doe_11,Joshua,1998,M,,,,,,,X,X,0,0,0,0,0,10:51:09,11:30:06,38:57,0,,,,0,11:09:12,12:04:16,55:04,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,753,,,,,,43,MYellow,M-Yellow,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,1:34:01,3
,128,,2064512,2064512,,,,,128,Doe_128,Timothy,2001,M,,,,,,,X,X,0,0,0,0,0,11:31:15,12:16:14,44:59,0,,,,0,10:29:15,11:18:33,49:18,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,728,,,,,,43,MYellow,M-Yellow,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,1:34:17,4
,144,,2033266,2033266,,,,,144,Doe_144,Chase,2000,M,,,,,,,X,X,0,0,0,0,0,12:43:13,13:20:12,36:59,0,,,,0,9:17:11,10:22:19,1:05:08,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,792,,,,,,43,MYellow,M-Yellow,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,1:42:07,5
,82,,420889,420889,,,,,82,Doe_82,Ryan,2001,M,,,,,,,X,X,0,0,0,0,0,12:53:14,13:44:12,50:58,0,,,,0,9:07:13,10:03:40,56:27,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,805,,,,,,43,MYellow,M-Yellow,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,1:47:25,6
,111,,2064511,2064511,,,,,111,Doe_111,Austin,2001,M,,,,,,,X,X,0,0,0,0,0,12:37:10,13:28:58,51:48,0,,,,0,9:23:12,10:26:45,1:03:33,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,728,,,,,,43,MYellow,M-Yellow,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,1:55:21,7
,139,,2033267,2033267,,,,,139,Doe_139,Kade,2000,M,,,,,,,X,X,0,0,0,0,0,11:41:14,12:56:54,1:15:40,0,,,,0,10:19:14,11:08:08,48:54,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,792,,,,,,43,MYellow,M-Yellow,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:04:34,8
,2,,2068519,2068519,,,,,2,Doe_2,David,1999,M,,,,,,,X,X,0,0,0,0,0,10:59:12,12:09:25,1:10:13,0,,,,0,11:01:10,12:04:21,1:03:11,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,753,,,,,,43,MYellow,M-Yellow,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:13:24,9
,270,,2037956,2037956,,,,,270,Doe_270,Allen,2000,M,,,,,,,X,X,0,0,0,0,0,10:41:17,11:58:30,1:17:13,0,,,,0,11:19:13,12:23:26,1:04:13,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,708,,,,,,43,MYellow,M-Yellow,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:21:26,10
,269,,2037957,2037957,,,,,269,Doe_269,Jackson,2001,M,,,,,,,X,X,0,0,0,0,0,10:47:14,11:47:16,1:00:02,0,,,,0,11:13:13,12:42:21,1:29:08,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,708,,,,,,43,MYellow,M-Yellow,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:29:10,11
,7,,2068518,2068518,,,,,7,Doe_7,Daniel,2000,M,,,,,,,X,X,0,0,0,0,0,10:37:09,11:48:29,1:11:20,0,,,,0,11:23:10,12:57:56,1:34:46,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,753,,,,,,43,MYellow,M-Yellow,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:46:06,12
,13,,2068514,2068514,,,,,13,Doe_13,Cameron,1999,M,,,,,,,X,X,0,0,0,0,0,10:45:31,11:28:35,43:04,0,,,,0,11:15:13,13:35:47,2:20:34,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,753,,,,,,43,MYellow,M-Yellow,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:03:38,13
,31,,2068322,2068322,,,,,31,Doe_31,Keith,1998,M,,,,,,,X,X,0,0,0,0,0,12:49:11,14:47:23,1:58:12,0,,,,0,9:11:11,11:45:00,2:33:49,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,773,,,,,,43,MYellow,M-Yellow,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,4:32:01,14
,3,,2068521,2068521,,,,,3,Doe_3,Jarrett,1999,M,,,,,,,X,X,0,0,0,0,0,10:25:10,11:13:19,48:09,3,,,,0,11:35:07,12:56:39,1:21:32,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,753,,,,,,43,MYellow,M-Yellow,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,39,,2068311,2068311,,,,,39,Doe_39,Michael,1999,M,,,,,,,X,X,0,0,0,0,0,12:23:09,13:46:57,1:23:48,3,,,,0,9:37:10,10:27:00,49:50,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,773,,,,,,43,MYellow,M-Yellow,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,137,,,2033268,,,,,137,Doe_137,Mason,2000,M,,,,,,,0,X,0,0,0,0,0,12:33:00,,,0,,,,0,9:27:12,10:28:34,1:01:22,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,792,,,,,,43,MYellow,M-Yellow,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
